"id_int,pclass_int,name_str,sex_str,age_int,sibsp_int,parch_int,ticket_str,fare_float,cabin_str,embarked_str,boat_str,body_int,home.dest_str,survived_int",
"453,2,Hold. Mrs. Stephen (Annie Margaret Hill),female,29,1,0,26707,26,?,S,10,?,England / Sacramento. CA,1",
"454,2,Hood. Mr. Ambrose Jr,male,21,0,0,S.O.C. 14879,73.5,?,S,?,?,New Forest. England,0",
"455,2,Hosono. Mr. Masabumi,male,42,0,0,237798,13,?,S,10,?,Tokyo. Japan,1",
"456,2,Howard. Mr. Benjamin,male,63,1,0,24065,26,?,S,?,?,Swindon. England,0",
"457,2,Howard. Mrs. Benjamin (Ellen Truelove Arman),female,60,1,0,24065,26,?,S,?,?,Swindon. England,0",
"458,2,Hunt. Mr. George Henry,male,33,0,0,SCO/W 1585,12.275,?,S,?,?,Philadelphia. PA,0",
"459,2,Ilett. Miss. Bertha,female,17,0,0,SO/C 14885,10.5,?,S,?,?,Guernsey,1",
"460,2,Jacobsohn. Mr. Sidney Samuel,male,42,1,0,243847,27,?,S,?,?,London,0",
"461,2,Jacobsohn. Mrs. Sidney Samuel (Amy Frances Christy),female,24,2,1,243847,27,?,S,12,?,London,1",
"462,2,Jarvis. Mr. John Denzil,male,47,0,0,237565,15,?,S,?,?,North Evington. England,0",
"463,2,Jefferys. Mr. Clifford Thomas,male,24,2,0,C.A. 31029,31.5,?,S,?,?,Guernsey / Elizabeth. NJ,0",
"464,2,Jefferys. Mr. Ernest Wilfred,male,22,2,0,C.A. 31029,31.5,?,S,?,?,Guernsey / Elizabeth. NJ,0",
"465,2,Jenkin. Mr. Stephen Curnow,male,32,0,0,C.A. 33111,10.5,?,S,?,?,St Ives. Cornwall / Houghton. MI,0",
"466,2,Jerwan. Mrs. Amin S (Marie Marthe Thuillard),female,23,0,0,SC/AH Basle 541,13.7917,D,C,11,?,New York. NY,1",
"467,2,Kantor. Mr. Sinai,male,34,1,0,244367,26,?,S,?,283,Moscow / Bronx. NY,0",
"468,2,Kantor. Mrs. Sinai (Miriam Sternin),female,24,1,0,244367,26,?,S,12,?,Moscow / Bronx. NY,1",
"469,2,Karnes. Mrs. J Frank (Claire Bennett),female,22,0,0,F.C.C. 13534,21,?,S,?,?,India / Pittsburgh. PA,0",
"470,2,Keane. Miss. Nora A,female,?,0,0,226593,12.35,E101,Q,10,?,Harrisburg. PA,1",
"471,2,Keane. Mr. Daniel,male,35,0,0,233734,12.35,?,Q,?,?,?,0",
"472,2,Kelly. Mrs. Florence 'Fannie',female,45,0,0,223596,13.5,?,S,9,?,London / New York. NY,1",
"473,2,Kirkland. Rev. Charles Leonard,male,57,0,0,219533,12.35,?,Q,?,?,Glasgow / Bangor. ME,0",
"474,2,Knight. Mr. Robert J,male,?,0,0,239855,0,?,S,?,?,Belfast,0",
"475,2,Kvillner. Mr. Johan Henrik Johannesson,male,31,0,0,C.A. 18723,10.5,?,S,?,165,Sweden / Arlington. NJ,0",
"476,2,Lahtinen. Mrs. William (Anna Sylfven),female,26,1,1,250651,26,?,S,?,?,Minneapolis. MN,0",
"477,2,Lahtinen. Rev. William,male,30,1,1,250651,26,?,S,?,?,Minneapolis. MN,0",
"478,2,Lamb. Mr. John Joseph,male,?,0,0,240261,10.7083,?,Q,?,?,?,0",
"479,2,Laroche. Miss. Louise,female,1,1,2,SC/Paris 2123,41.5792,?,C,14,?,Paris / Haiti,1",
"480,2,Laroche. Miss. Simonne Marie Anne Andree,female,3,1,2,SC/Paris 2123,41.5792,?,C,14,?,Paris / Haiti,1",
"481,2,Laroche. Mr. Joseph Philippe Lemercier,male,25,1,2,SC/Paris 2123,41.5792,?,C,?,?,Paris / Haiti,0",
"482,2,Laroche. Mrs. Joseph (Juliette Marie Louise Lafargue),female,22,1,2,SC/Paris 2123,41.5792,?,C,14,?,Paris / Haiti,1",
"483,2,Lehmann. Miss. Bertha,female,17,0,0,SC 1748,12,?,C,12,?,Berne. Switzerland / Central City. IA,1",
"484,2,Leitch. Miss. Jessie Wills,female,?,0,0,248727,33,?,S,11,?,London / Chicago. IL,1",
"485,2,Lemore. Mrs. (Amelia Milley),female,34,0,0,C.A. 34260,10.5,F33,S,14,?,Chicago. IL,1",
"486,2,Levy. Mr. Rene Jacques,male,36,0,0,SC/Paris 2163,12.875,D,C,?,?,Montreal. PQ,0",
"487,2,Leyson. Mr. Robert William Norman,male,24,0,0,C.A. 29566,10.5,?,S,?,108,?,0",
"488,2,Lingane. Mr. John,male,61,0,0,235509,12.35,?,Q,?,?,?,0",
"489,2,Louch. Mr. Charles Alexander,male,50,1,0,SC/AH 3085,26,?,S,?,121,Weston-Super-Mare. Somerset,0",
"490,2,Louch. Mrs. Charles Alexander (Alice Adelaide Slow),female,42,1,0,SC/AH 3085,26,?,S,?,?,Weston-Super-Mare. Somerset,1",
"491,2,Mack. Mrs. (Mary),female,57,0,0,S.O./P.P. 3,10.5,E77,S,?,52,Southampton / New York. NY,0",
"492,2,Malachard. Mr. Noel,male,?,0,0,237735,15.0458,D,C,?,?,Paris,0",
"493,2,Mallet. Master. Andre,male,1,0,2,S.C./PARIS 2079,37.0042,?,C,10,?,Paris / Montreal. PQ,1",
"494,2,Mallet. Mr. Albert,male,31,1,1,S.C./PARIS 2079,37.0042,?,C,?,?,Paris / Montreal. PQ,0",
"495,2,Mallet. Mrs. Albert (Antoinette Magnin),female,24,1,1,S.C./PARIS 2079,37.0042,?,C,10,?,Paris / Montreal. PQ,1",
"496,2,Mangiavacchi. Mr. Serafino Emilio,male,?,0,0,SC/A.3 2861,15.5792,?,C,?,?,New York. NY,0",
"497,2,Matthews. Mr. William John,male,30,0,0,28228,13,?,S,?,?,St Austall. Cornwall,0",
"498,2,Maybery. Mr. Frank Hubert,male,40,0,0,239059,16,?,S,?,?,Weston-Super-Mare / Moose Jaw. SK,0",
"499,2,McCrae. Mr. Arthur Gordon,male,32,0,0,237216,13.5,?,S,?,209,Sydney. Australia,0",
"500,2,McCrie. Mr. James Matthew,male,30,0,0,233478,13,?,S,?,?,Sarnia. ON,0",
"501,2,McKane. Mr. Peter David,male,46,0,0,28403,26,?,S,?,?,Rochester. NY,0",
"502,2,Mellinger. Miss. Madeleine Violet,female,13,0,1,250644,19.5,?,S,14,?,England / Bennington. VT,1",
"503,2,Mellinger. Mrs. (Elizabeth Anne Maidment),female,41,0,1,250644,19.5,?,S,14,?,England / Bennington. VT,1",
"504,2,Mellors. Mr. William John,male,19,0,0,SW/PP 751,10.5,?,S,B,?,Chelsea. London,1",
"505,2,Meyer. Mr. August,male,39,0,0,248723,13,?,S,?,?,Harrow-on-the-Hill. Middlesex,0",
"506,2,Milling. Mr. Jacob Christian,male,48,0,0,234360,13,?,S,?,271,Copenhagen. Denmark,0",
"507,2,Mitchell. Mr. Henry Michael,male,70,0,0,C.A. 24580,10.5,?,S,?,?,Guernsey / Montclair. NJ and/or Toledo. Ohio,0",
"508,2,Montvila. Rev. Juozas,male,27,0,0,211536,13,?,S,?,?,Worcester. MA,0",
"509,2,Moraweck. Dr. Ernest,male,54,0,0,29011,14,?,S,?,?,Frankfort. KY,0",
"510,2,Morley. Mr. Henry Samuel ('Mr Henry Marshall'),male,39,0,0,250655,26,?,S,?,?,?,0",
"511,2,Mudd. Mr. Thomas Charles,male,16,0,0,S.O./P.P. 3,10.5,?,S,?,?,Halesworth. England,0",
"512,2,Myles. Mr. Thomas Francis,male,62,0,0,240276,9.6875,?,Q,?,?,Cambridge. MA,0",
"513,2,Nasser. Mr. Nicholas,male,32.5,1,0,237736,30.0708,?,C,?,43,New York. NY,0",
"514,2,Nasser. Mrs. Nicholas (Adele Achem),female,14,1,0,237736,30.0708,?,C,?,?,New York. NY,1",
"515,2,Navratil. Master. Edmond Roger,male,2,1,1,230080,26,F2,S,D,?,Nice. France,1",
"516,2,Navratil. Master. Michel M,male,3,1,1,230080,26,F2,S,D,?,Nice. France,1",
"517,2,Navratil. Mr. Michel ('Louis M Hoffman'),male,36.5,0,2,230080,26,F2,S,?,15,Nice. France,0",
"518,2,Nesson. Mr. Israel,male,26,0,0,244368,13,F2,S,?,?,Boston. MA,0",
"519,2,Nicholls. Mr. Joseph Charles,male,19,1,1,C.A. 33112,36.75,?,S,?,101,Cornwall / Hancock. MI,0",
"520,2,Norman. Mr. Robert Douglas,male,28,0,0,218629,13.5,?,S,?,287,Glasgow,0",
"521,2,Nourney. Mr. Alfred ('Baron von Drachstedt'),male,20,0,0,SC/PARIS 2166,13.8625,D38,C,7,?,Cologne. Germany,1",
"522,2,Nye. Mrs. (Elizabeth Ramell),female,29,0,0,C.A. 29395,10.5,F33,S,11,?,Folkstone. Kent / New York. NY,1",
"523,2,Otter. Mr. Richard,male,39,0,0,28213,13,?,S,?,?,Middleburg Heights. OH,0",
"524,2,Oxenham. Mr. Percy Thomas,male,22,0,0,W./C. 14260,10.5,?,S,13,?,Pondersend. England / New Durham. NJ,1",
"525,2,Padro y Manent. Mr. Julian,male,?,0,0,SC/PARIS 2146,13.8625,?,C,9,?,Spain / Havana. Cuba,1",
"526,2,Pain. Dr. Alfred,male,23,0,0,244278,10.5,?,S,?,?,Hamilton. ON,0",
"527,2,Pallas y Castello. Mr. Emilio,male,29,0,0,SC/PARIS 2147,13.8583,?,C,9,?,Spain / Havana. Cuba,1",
"528,2,Parker. Mr. Clifford Richard,male,28,0,0,SC 14888,10.5,?,S,?,?,St Andrews. Guernsey,0",
"529,2,Parkes. Mr. Francis 'Frank',male,?,0,0,239853,0,?,S,?,?,Belfast,0",
"530,2,Parrish. Mrs. (Lutie Davis),female,50,0,1,230433,26,?,S,12,?,Woodford County. KY,1",
"531,2,Pengelly. Mr. Frederick William,male,19,0,0,28665,10.5,?,S,?,?,Gunnislake. England / Butte. MT,0",
"532,2,Pernot. Mr. Rene,male,?,0,0,SC/PARIS 2131,15.05,?,C,?,?,?,0",
"533,2,Peruschitz. Rev. Joseph Maria,male,41,0,0,237393,13,?,S,?,?,?,0",
"534,2,Phillips. Miss. Alice Frances Louisa,female,21,0,1,S.O./P.P. 2,21,?,S,12,?,Ilfracombe. Devon,1",
"535,2,Phillips. Miss. Kate Florence ('Mrs Kate Louise Phillips Marshall'),female,19,0,0,250655,26,?,S,11,?,Worcester. England,1",
"536,2,Phillips. Mr. Escott Robert,male,43,0,1,S.O./P.P. 2,21,?,S,?,?,Ilfracombe. Devon,0",
"537,2,Pinsky. Mrs. (Rosa),female,32,0,0,234604,13,?,S,9,?,Russia,1",
"538,2,Ponesell. Mr. Martin,male,34,0,0,250647,13,?,S,?,?,Denmark / New York. NY,0",
"539,2,Portaluppi. Mr. Emilio Ilario Giuseppe,male,30,0,0,C.A. 34644,12.7375,?,C,14,?,Milford. NH,1",
"540,2,Pulbaum. Mr. Franz,male,27,0,0,SC/PARIS 2168,15.0333,?,C,?,?,Paris,0",
"541,2,Quick. Miss. Phyllis May,female,2,1,1,26360,26,?,S,11,?,Plymouth. Devon / Detroit. MI,1",
"542,2,Quick. Miss. Winifred Vera,female,8,1,1,26360,26,?,S,11,?,Plymouth. Devon / Detroit. MI,1",
"543,2,Quick. Mrs. Frederick Charles (Jane Richards),female,33,0,2,26360,26,?,S,11,?,Plymouth. Devon / Detroit. MI,1",
"544,2,Reeves. Mr. David,male,36,0,0,C.A. 17248,10.5,?,S,?,?,Brighton. Sussex,0",
"545,2,Renouf. Mr. Peter Henry,male,34,1,0,31027,21,?,S,12,?,Elizabeth. NJ,0",
"546,2,Renouf. Mrs. Peter Henry (Lillian Jefferys),female,30,3,0,31027,21,?,S,?,?,Elizabeth. NJ,1",
"547,2,Reynaldo. Ms. Encarnacion,female,28,0,0,230434,13,?,S,9,?,Spain,1",
"548,2,Richard. Mr. Emile,male,23,0,0,SC/PARIS 2133,15.0458,?,C,?,?,Paris / Montreal. PQ,0",
"549,2,Richards. Master. George Sibley,male,0.8333,1,1,29106,18.75,?,S,4,?,Cornwall / Akron. OH,1",
"550,2,Richards. Master. William Rowe,male,3,1,1,29106,18.75,?,S,4,?,Cornwall / Akron. OH,1",
"551,2,Richards. Mrs. Sidney (Emily Hocking),female,24,2,3,29106,18.75,?,S,4,?,Cornwall / Akron. OH,1",
"552,2,Ridsdale. Miss. Lucy,female,50,0,0,W./C. 14258,10.5,?,S,13,?,London. England / Marietta. Ohio and Milwaukee. WI,1",
"553,2,Rogers. Mr. Reginald Harry,male,19,0,0,28004,10.5,?,S,?,?,?,0",
"554,2,Rugg. Miss. Emily,female,21,0,0,C.A. 31026,10.5,?,S,12,?,Guernsey / Wilmington. DE,1",
"555,2,Schmidt. Mr. August,male,26,0,0,248659,13,?,S,?,?,Newark. NJ,0",
"556,2,Sedgwick. Mr. Charles Frederick Waddington,male,25,0,0,244361,13,?,S,?,?,Liverpool,0",
"557,2,Sharp. Mr. Percival James R,male,27,0,0,244358,26,?,S,?,?,Hornsey. England,0",
"558,2,Shelley. Mrs. William (Imanita Parrish Hall),female,25,0,1,230433,26,?,S,12,?,Deer Lodge. MT,1",
"559,2,Silven. Miss. Lyyli Karoliina,female,18,0,2,250652,13,?,S,16,?,Finland / Minneapolis. MN,1",
"560,2,Sincock. Miss. Maude,female,20,0,0,C.A. 33112,36.75,?,S,11,?,Cornwall / Hancock. MI,1",
"561,2,Sinkkonen. Miss. Anna,female,30,0,0,250648,13,?,S,10,?,Finland / Washington. DC,1",
"562,2,Sjostedt. Mr. Ernst Adolf,male,59,0,0,237442,13.5,?,S,?,?,Sault St Marie. ON,0",
"563,2,Slayter. Miss. Hilda Mary,female,30,0,0,234818,12.35,?,Q,13,?,Halifax. NS,1",
"564,2,Slemen. Mr. Richard James,male,35,0,0,28206,10.5,?,S,?,?,Cornwall,0",
"565,2,Smith. Miss. Marion Elsie,female,40,0,0,31418,13,?,S,9,?,?,1",
"566,2,Sobey. Mr. Samuel James Hayden,male,25,0,0,C.A. 29178,13,?,S,?,?,Cornwall / Houghton. MI,0",
"567,2,Stanton. Mr. Samuel Ward,male,41,0,0,237734,15.0458,?,C,?,?,New York. NY,0",
"568,2,Stokes. Mr. Philip Joseph,male,25,0,0,F.C.C. 13540,10.5,?,S,?,81,Catford. Kent / Detroit. MI,0",
"569,2,Swane. Mr. George,male,18.5,0,0,248734,13,F,S,?,294,?,0",
"570,2,Sweet. Mr. George Frederick,male,14,0,0,220845,65,?,S,?,?,Somerset / Bernardsville. NJ,0",
"571,2,Toomey. Miss. Ellen,female,50,0,0,F.C.C. 13531,10.5,?,S,9,?,Indianapolis. IN,1",
"572,2,Troupiansky. Mr. Moses Aaron,male,23,0,0,233639,13,?,S,?,?,?,0",
"573,2,Trout. Mrs. William H (Jessie L),female,28,0,0,240929,12.65,?,S,?,?,Columbus. OH,1",
"574,2,Troutt. Miss. Edwina Celia 'Winnie',female,27,0,0,34218,10.5,E101,S,16,?,Bath. England / Massachusetts,1",
"575,2,Turpin. Mr. William John Robert,male,29,1,0,11668,21,?,S,?,?,Plymouth. England,0",
"576,2,Turpin. Mrs. William John Robert (Dorothy Ann Wonnacott),female,27,1,0,11668,21,?,S,?,?,Plymouth. England,0",
"577,2,Veal. Mr. James,male,40,0,0,28221,13,?,S,?,?,Barre. Co Washington. VT,0",
"578,2,Walcroft. Miss. Nellie,female,31,0,0,F.C.C. 13528,21,?,S,14,?,Mamaroneck. NY,1",
"579,2,Ware. Mr. John James,male,30,1,0,CA 31352,21,?,S,?,?,Bristol. England / New Britain. CT,0",
"580,2,Ware. Mr. William Jeffery,male,23,1,0,28666,10.5,?,S,?,?,?,0",
"581,2,Ware. Mrs. John James (Florence Louise Long),female,31,0,0,CA 31352,21,?,S,10,?,Bristol. England / New Britain. CT,1",
"582,2,Watson. Mr. Ennis Hastings,male,?,0,0,239856,0,?,S,?,?,Belfast,0",
"583,2,Watt. Miss. Bertha J,female,12,0,0,C.A. 33595,15.75,?,S,9,?,Aberdeen / Portland. OR,1",
"584,2,Watt. Mrs. James (Elizabeth 'Bessie' Inglis Milne),female,40,0,0,C.A. 33595,15.75,?,S,9,?,Aberdeen / Portland. OR,1",
"585,2,Webber. Miss. Susan,female,32.5,0,0,27267,13,E101,S,12,?,England / Hartford. CT,1",
"586,2,Weisz. Mr. Leopold,male,27,1,0,228414,26,?,S,?,293,Bromsgrove. England / Montreal. PQ,0",
"587,2,Weisz. Mrs. Leopold (Mathilde Francoise Pede),female,29,1,0,228414,26,?,S,10,?,Bromsgrove. England / Montreal. PQ,1",
"588,2,Wells. Master. Ralph Lester,male,2,1,1,29103,23,?,S,14,?,Cornwall / Akron. OH,1",
"589,2,Wells. Miss. Joan,female,4,1,1,29103,23,?,S,14,?,Cornwall / Akron. OH,1",
"590,2,Wells. Mrs. Arthur Henry ('Addie' Dart Trevaskis),female,29,0,2,29103,23,?,S,14,?,Cornwall / Akron. OH,1",
"591,2,West. Miss. Barbara J,female,0.9167,1,2,C.A. 34651,27.75,?,S,10,?,Bournmouth. England,1",
"592,2,West. Miss. Constance Mirium,female,5,1,2,C.A. 34651,27.75,?,S,10,?,Bournmouth. England,1",
"593,2,West. Mr. Edwy Arthur,male,36,1,2,C.A. 34651,27.75,?,S,?,?,Bournmouth. England,0",
"594,2,West. Mrs. Edwy Arthur (Ada Mary Worth),female,33,1,2,C.A. 34651,27.75,?,S,10,?,Bournmouth. England,1",
"595,2,Wheadon. Mr. Edward H,male,66,0,0,C.A. 24579,10.5,?,S,?,?,Guernsey. England / Edgewood. RI,0",
"596,2,Wheeler. Mr. Edwin 'Frederick',male,?,0,0,SC/PARIS 2159,12.875,?,S,?,?,?,0",
"597,2,Wilhelms. Mr. Charles,male,31,0,0,244270,13,?,S,9,?,London. England,1",
"598,2,Williams. Mr. Charles Eugene,male,?,0,0,244373,13,?,S,14,?,Harrow. England,1",
"599,2,Wright. Miss. Marion,female,26,0,0,220844,13.5,?,S,9,?,Yoevil. England / Cottage Grove. OR,1",
"600,2,Yrois. Miss. Henriette ('Mrs Harbeck'),female,24,0,0,248747,13,?,S,?,?,Paris,0",
"601,3,Abbing. Mr. Anthony,male,42,0,0,C.A. 5547,7.55,?,S,?,?,?,0",
"602,3,Abbott. Master. Eugene Joseph,male,13,0,2,C.A. 2673,20.25,?,S,?,?,East Providence. RI,0",
"603,3,Abbott. Mr. Rossmore Edward,male,16,1,1,C.A. 2673,20.25,?,S,?,190,East Providence. RI,0",
"604,3,Abbott. Mrs. Stanton (Rosa Hunt),female,35,1,1,C.A. 2673,20.25,?,S,A,?,East Providence. RI,1",
"605,3,Abelseth. Miss. Karen Marie,female,16,0,0,348125,7.65,?,S,16,?,Norway Los Angeles. CA,1",
"606,3,Abelseth. Mr. Olaus Jorgensen,male,25,0,0,348122,7.65,F G63,S,A,?,Perkins County. SD,1",
"607,3,Abrahamsson. Mr. Abraham August Johannes,male,20,0,0,SOTON/O2 3101284,7.925,?,S,15,?,Taalintehdas. Finland Hoboken. NJ,1",
"608,3,Abrahim. Mrs. Joseph (Sophie Halaut Easu),female,18,0,0,2657,7.2292,?,C,C,?,Greensburg. PA,1",
"609,3,Adahl. Mr. Mauritz Nils Martin,male,30,0,0,C 7076,7.25,?,S,?,72,Asarum. Sweden Brooklyn. NY,0",
"610,3,Adams. Mr. John,male,26,0,0,341826,8.05,?,S,?,103,Bournemouth. England,0",
"611,3,Ahlin. Mrs. Johan (Johanna Persdotter Larsson),female,40,1,0,7546,9.475,?,S,?,?,Sweden Akeley. MN,0",
"612,3,Aks. Master. Philip Frank,male,0.8333,0,1,392091,9.35,?,S,11,?,London. England Norfolk. VA,1",
"613,3,Aks. Mrs. Sam (Leah Rosen),female,18,0,1,392091,9.35,?,S,13,?,London. England Norfolk. VA,1",
"614,3,Albimona. Mr. Nassef Cassem,male,26,0,0,2699,18.7875,?,C,15,?,Syria Fredericksburg. VA,1",
"615,3,Alexander. Mr. William,male,26,0,0,3474,7.8875,?,S,?,?,England Albion. NY,0",
"616,3,Alhomaki. Mr. Ilmari Rudolf,male,20,0,0,SOTON/O2 3101287,7.925,?,S,?,?,Salo. Finland Astoria. OR,0",
"617,3,Ali. Mr. Ahmed,male,24,0,0,SOTON/O.Q. 3101311,7.05,?,S,?,?,?,0",
"618,3,Ali. Mr. William,male,25,0,0,SOTON/O.Q. 3101312,7.05,?,S,?,79,Argentina,0",
"619,3,Allen. Mr. William Henry,male,35,0,0,373450,8.05,?,S,?,?,Lower Clapton. Middlesex or Erdington. Birmingham,0",
"620,3,Allum. Mr. Owen George,male,18,0,0,2223,8.3,?,S,?,259,Windsor. England New York. NY,0",
"621,3,Andersen. Mr. Albert Karvin,male,32,0,0,C 4001,22.525,?,S,?,260,Bergen. Norway,0",
"622,3,Andersen-Jensen. Miss. Carla Christine Nielsine,female,19,1,0,350046,7.8542,?,S,16,?,?,1",
"623,3,Andersson. Master. Sigvard Harald Elias,male,4,4,2,347082,31.275,?,S,?,?,Sweden Winnipeg. MN,0",
"624,3,Andersson. Miss. Ebba Iris Alfrida,female,6,4,2,347082,31.275,?,S,?,?,Sweden Winnipeg. MN,0",
"625,3,Andersson. Miss. Ellis Anna Maria,female,2,4,2,347082,31.275,?,S,?,?,Sweden Winnipeg. MN,0",
"626,3,Andersson. Miss. Erna Alexandra,female,17,4,2,3101281,7.925,?,S,D,?,Ruotsinphyhtaa. Finland New York. NY,1",
"627,3,Andersson. Miss. Ida Augusta Margareta,female,38,4,2,347091,7.775,?,S,?,?,Vadsbro. Sweden Ministee. MI,0",
"628,3,Andersson. Miss. Ingeborg Constanzia,female,9,4,2,347082,31.275,?,S,?,?,Sweden Winnipeg. MN,0",
"629,3,Andersson. Miss. Sigrid Elisabeth,female,11,4,2,347082,31.275,?,S,?,?,Sweden Winnipeg. MN,0",
"630,3,Andersson. Mr. Anders Johan,male,39,1,5,347082,31.275,?,S,?,?,Sweden Winnipeg. MN,0",
"631,3,Andersson. Mr. August Edvard ('Wennerstrom'),male,27,0,0,350043,7.7958,?,S,A,?,?,1",
"632,3,Andersson. Mr. Johan Samuel,male,26,0,0,347075,7.775,?,S,?,?,Hartford. CT,0",
"633,3,Andersson. Mrs. Anders Johan (Alfrida Konstantia Brogren),female,39,1,5,347082,31.275,?,S,?,?,Sweden Winnipeg. MN,0",
"634,3,Andreasson. Mr. Paul Edvin,male,20,0,0,347466,7.8542,?,S,?,?,Sweden Chicago. IL,0",
"635,3,Angheloff. Mr. Minko,male,26,0,0,349202,7.8958,?,S,?,?,Bulgaria Chicago. IL,0",
"636,3,Arnold-Franchi. Mr. Josef,male,25,1,0,349237,17.8,?,S,?,?,Altdorf. Switzerland,0",
"637,3,Arnold-Franchi. Mrs. Josef (Josefine Franchi),female,18,1,0,349237,17.8,?,S,?,?,Altdorf. Switzerland,0",
"638,3,Aronsson. Mr. Ernst Axel Algot,male,24,0,0,349911,7.775,?,S,?,?,Sweden Joliet. IL,0",
"639,3,Asim. Mr. Adola,male,35,0,0,SOTON/O.Q. 3101310,7.05,?,S,?,?,?,0",
"640,3,Asplund. Master. Carl Edgar,male,5,4,2,347077,31.3875,?,S,?,?,Sweden  Worcester. MA,0",
"641,3,Asplund. Master. Clarence Gustaf Hugo,male,9,4,2,347077,31.3875,?,S,?,?,Sweden Worcester. MA,0",
"642,3,Asplund. Master. Edvin Rojj Felix,male,3,4,2,347077,31.3875,?,S,15,?,Sweden Worcester. MA,1",
"643,3,Asplund. Master. Filip Oscar,male,13,4,2,347077,31.3875,?,S,?,?,Sweden Worcester. MA,0",
"644,3,Asplund. Miss. Lillian Gertrud,female,5,4,2,347077,31.3875,?,S,15,?,Sweden Worcester. MA,1",
"645,3,Asplund. Mr. Carl Oscar Vilhelm Gustafsson,male,40,1,5,347077,31.3875,?,S,?,142,Sweden  Worcester. MA,0",
"646,3,Asplund. Mr. Johan Charles,male,23,0,0,350054,7.7958,?,S,13,?,Oskarshamn. Sweden Minneapolis. MN,1",
"647,3,Asplund. Mrs. Carl Oscar (Selma Augusta Emilia Johansson),female,38,1,5,347077,31.3875,?,S,15,?,Sweden  Worcester. MA,1",
"648,3,Assaf Khalil. Mrs. Mariana ('Miriam'),female,45,0,0,2696,7.225,?,C,C,?,Ottawa. ON,1",
"649,3,Assaf. Mr. Gerios,male,21,0,0,2692,7.225,?,C,?,?,Ottawa. ON,0",
"650,3,Assam. Mr. Ali,male,23,0,0,SOTON/O.Q. 3101309,7.05,?,S,?,?,?,0",
"651,3,Attalah. Miss. Malake,female,17,0,0,2627,14.4583,?,C,?,?,?,0",
"652,3,Attalah. Mr. Sleiman,male,30,0,0,2694,7.225,?,C,?,?,Ottawa. ON,0",
"653,3,Augustsson. Mr. Albert,male,23,0,0,347468,7.8542,?,S,?,?,Krakoryd. Sweden Bloomington. IL,0",
"654,3,Ayoub. Miss. Banoura,female,13,0,0,2687,7.2292,?,C,C,?,Syria Youngstown. OH,1",
"655,3,Baccos. Mr. Raffull,male,20,0,0,2679,7.225,?,C,?,?,?,0",
"656,3,Backstrom. Mr. Karl Alfred,male,32,1,0,3101278,15.85,?,S,D,?,Ruotsinphytaa. Finland New York. NY,0",
"657,3,Backstrom. Mrs. Karl Alfred (Maria Mathilda Gustafsson),female,33,3,0,3101278,15.85,?,S,?,?,Ruotsinphytaa. Finland New York. NY,1",
"658,3,Baclini. Miss. Eugenie,female,0.75,2,1,2666,19.2583,?,C,C,?,Syria New York. NY,1",
"659,3,Baclini. Miss. Helene Barbara,female,0.75,2,1,2666,19.2583,?,C,C,?,Syria New York. NY,1",
"660,3,Baclini. Miss. Marie Catherine,female,5,2,1,2666,19.2583,?,C,C,?,Syria New York. NY,1",
"661,3,Baclini. Mrs. Solomon (Latifa Qurban),female,24,0,3,2666,19.2583,?,C,C,?,Syria New York. NY,1",
"662,3,Badman. Miss. Emily Louisa,female,18,0,0,A/4 31416,8.05,?,S,C,?,London Skanteales. NY,1",
"663,3,Badt. Mr. Mohamed,male,40,0,0,2623,7.225,?,C,?,?,?,0",
"664,3,Balkic. Mr. Cerin,male,26,0,0,349248,7.8958,?,S,?,?,?,0",
"665,3,Barah. Mr. Hanna Assi,male,20,0,0,2663,7.2292,?,C,15,?,?,1",
"666,3,Barbara. Miss. Saiide,female,18,0,1,2691,14.4542,?,C,?,?,Syria Ottawa. ON,0",
"667,3,Barbara. Mrs. (Catherine David),female,45,0,1,2691,14.4542,?,C,?,?,Syria Ottawa. ON,0",
"668,3,Barry. Miss. Julia,female,27,0,0,330844,7.8792,?,Q,?,?,New York. NY,0",
"669,3,Barton. Mr. David John,male,22,0,0,324669,8.05,?,S,?,?,England New York. NY,0",
"670,3,Beavan. Mr. William Thomas,male,19,0,0,323951,8.05,?,S,?,?,England,0",
"671,3,Bengtsson. Mr. John Viktor,male,26,0,0,347068,7.775,?,S,?,?,Krakudden. Sweden Moune. IL,0",
"672,3,Berglund. Mr. Karl Ivar Sven,male,22,0,0,PP 4348,9.35,?,S,?,?,Tranvik. Finland New York,0",
"673,3,Betros. Master. Seman,male,?,0,0,2622,7.2292,?,C,?,?,?,0",
"674,3,Betros. Mr. Tannous,male,20,0,0,2648,4.0125,?,C,?,?,Syria,0",
"675,3,Bing. Mr. Lee,male,32,0,0,1601,56.4958,?,S,C,?,Hong Kong New York. NY,1",
"676,3,Birkeland. Mr. Hans Martin Monsen,male,21,0,0,312992,7.775,?,S,?,?,Brennes. Norway New York,0",
"677,3,Bjorklund. Mr. Ernst Herbert,male,18,0,0,347090,7.75,?,S,?,?,Stockholm. Sweden New York,0",
"678,3,Bostandyeff. Mr. Guentcho,male,26,0,0,349224,7.8958,?,S,?,?,Bulgaria Chicago. IL,0",
"679,3,Boulos. Master. Akar,male,6,1,1,2678,15.2458,?,C,?,?,Syria Kent. ON,0",
